,time,latitude,longitude,PRIMARY_SAMPLE_UNIT,YEAR,HABITAT_CD,MEAN_RUG,MAPGRID_NR,DEPTH_STRAT,MIN_DEPTH,MAX_DEPTH,COVER_CAT_CD,COVER_CAT_NAME,HARDBOTTOM_P,SOFTBOTTOM_P,RUBBLE_P
0,UTC,degrees_north,degrees_east,,-1,,m,,,m,m,,,percent,percent,percent
1,2019-07-18T00:00:00Z,18.14334361,-67.30063227,6243.0,2019,PVMT,0.1,7826790.0,SHLW,8.839199717,9.448799698,BAR SUB.,Bare Substrate,29,0,0
2,2019-07-18T00:00:00Z,18.14334361,-67.30063227,6243.0,2019,PVMT,0.1,7826790.0,SHLW,8.839199717,9.448799698,CYA SPE.,Cyanophyta spp,4,0,0
3,2019-07-18T00:00:00Z,18.14334361,-67.30063227,6243.0,2019,PVMT,0.1,7826790.0,SHLW,8.839199717,9.448799698,DIC SPE.,Dictyota spp,18,0,0
4,2019-07-18T00:00:00Z,18.14334361,-67.30063227,6243.0,2019,PVMT,0.1,7826790.0,SHLW,8.839199717,9.448799698,GOR GORG,Gorgonians,1,0,0
5,2019-07-18T00:00:00Z,18.14334361,-67.30063227,6243.0,2019,PVMT,0.1,7826790.0,SHLW,8.839199717,9.448799698,HAL SPE.,Halimeda spp,8,0,0
6,2019-07-18T00:00:00Z,18.14334361,-67.30063227,6243.0,2019,PVMT,0.1,7826790.0,SHLW,8.839199717,9.448799698,LOB SPE.,Lobophora spp,1,0,0
7,2019-07-18T00:00:00Z,18.14334361,-67.30063227,6243.0,2019,PVMT,0.1,7826790.0,SHLW,8.839199717,9.448799698,MAC CALC,MacroOtherCalcareous,1,0,0
8,2019-07-18T00:00:00Z,18.14334361,-67.30063227,6243.0,2019,PVMT,0.1,7826790.0,SHLW,8.839199717,9.448799698,MAC FLES,MacroOtherFleshy,26,0,0
9,2019-07-18T00:00:00Z,18.14334361,-67.30063227,6243.0,2019,PVMT,0.1,7826790.0,SHLW,8.839199717,9.448799698,RHO CRUS,Rhodophyta cru. spp,2,0,0
10,2019-07-18T00:00:00Z,18.14334361,-67.30063227,6243.0,2019,PVMT,0.1,7826790.0,SHLW,8.839199717,9.448799698,SPO OTHE,Porifera spp,6,0,0
11,2019-07-18T00:00:00Z,18.14334361,-67.30063227,6243.0,2019,PVMT,0.1,7826790.0,SHLW,8.839199717,9.448799698,TUR FREE,Turf Algae Free of Sediment,3,0,0
12,2019-07-18T00:00:00Z,18.14334361,-67.30063227,6243.0,2019,PVMT,0.1,7826790.0,SHLW,8.839199717,9.448799698,TUR SEDI,Turf Algae with Sediment,1,0,0
13,2019-07-18T00:00:00Z,18.13938202,-67.31248343,6237.0,2019,PVMT,0.100666667,7764827.0,SHLW,9.143999707,9.448799698,BAR SUB.,Bare Substrate,0,26,2
14,2019-07-18T00:00:00Z,18.13938202,-67.31248343,6237.0,2019,PVMT,0.100666667,7764827.0,SHLW,9.143999707,9.448799698,CYA SPE.,Cyanophyta spp,3,0,0
15,2019-07-18T00:00:00Z,18.13938202,-67.31248343,6237.0,2019,PVMT,0.100666667,7764827.0,SHLW,9.143999707,9.448799698,DIC SPE.,Dictyota spp,12,0,0
16,2019-07-18T00:00:00Z,18.13938202,-67.31248343,6237.0,2019,PVMT,0.100666667,7764827.0,SHLW,9.143999707,9.448799698,GOR GORG,Gorgonians,1,0,0
17,2019-07-18T00:00:00Z,18.13938202,-67.31248343,6237.0,2019,PVMT,0.100666667,7764827.0,SHLW,9.143999707,9.448799698,HAL SPE.,Halimeda spp,16,0,0
18,2019-07-18T00:00:00Z,18.13938202,-67.31248343,6237.0,2019,PVMT,0.100666667,7764827.0,SHLW,9.143999707,9.448799698,MAC FLES,MacroOtherFleshy,18,0,0
19,2019-07-18T00:00:00Z,18.13938202,-67.31248343,6237.0,2019,PVMT,0.100666667,7764827.0,SHLW,9.143999707,9.448799698,MIL SPE.,Millepora spp,2,0,0
20,2019-07-18T00:00:00Z,18.13938202,-67.31248343,6237.0,2019,PVMT,0.100666667,7764827.0,SHLW,9.143999707,9.448799698,OTH SPE.,Other species,2,0,0
21,2019-07-18T00:00:00Z,18.13938202,-67.31248343,6237.0,2019,PVMT,0.100666667,7764827.0,SHLW,9.143999707,9.448799698,POR SPE.,Porites spp,1,0,0
22,2019-07-18T00:00:00Z,18.13938202,-67.31248343,6237.0,2019,PVMT,0.100666667,7764827.0,SHLW,9.143999707,9.448799698,RAM SPE.,Ramicrusta spp,2,0,0
23,2019-07-18T00:00:00Z,18.13938202,-67.31248343,6237.0,2019,PVMT,0.100666667,7764827.0,SHLW,9.143999707,9.448799698,RHO CRUS,Rhodophyta cru. spp,1,0,0
24,2019-07-18T00:00:00Z,18.13938202,-67.31248343,6237.0,2019,PVMT,0.100666667,7764827.0,SHLW,9.143999707,9.448799698,SID SIDE,Siderastrea siderea,1,0,0
25,2019-07-18T00:00:00Z,18.13938202,-67.31248343,6237.0,2019,PVMT,0.100666667,7764827.0,SHLW,9.143999707,9.448799698,SPO OTHE,Porifera spp,10,0,0
26,2019-07-18T00:00:00Z,18.13938202,-67.31248343,6237.0,2019,PVMT,0.100666667,7764827.0,SHLW,9.143999707,9.448799698,TUR FREE,Turf Algae Free of Sediment,2,0,0
27,2019-07-18T00:00:00Z,18.13938202,-67.31248343,6237.0,2019,PVMT,0.100666667,7764827.0,SHLW,9.143999707,9.448799698,TUR SEDI,Turf Algae with Sediment,1,0,0
28,2019-07-18T00:00:00Z,18.14636783,-67.33651582,6247.0,2019,HARD,0.1,7868006.0,SHLW,10.66799966,11.58239963,BAR SUB.,Bare Substrate,0,26,0
29,2019-07-18T00:00:00Z,18.14636783,-67.33651582,6247.0,2019,HARD,0.1,7868006.0,SHLW,10.66799966,11.58239963,CYA SPE.,Cyanophyta spp,4,0,0
30,2019-07-18T00:00:00Z,18.14636783,-67.33651582,6247.0,2019,HARD,0.1,7868006.0,SHLW,10.66799966,11.58239963,DIC SPE.,Dictyota spp,29,0,0
